Kompascom Sabet Penghargaan Berita Online Terpercaya dari Superbrands,"JAKARTA,  KOMPAS.com -  Kompas.com mendapat penghargaan  Superbrands untuk kategori Berita Online Terpercaya (Trusted Online News). Penghargaan diberikan pada Gala Awards Night 2018 yang digelar di Hotel JW Marriot, Jakarta, Jumat (27/7/2018) malam.
Mewakili Kompas.com, Pemimpin Redaksi Kompas.com Wisnu Nugroho menerima secara simbolik penghargaan tersebut dari CEO Superbrands Indonesia Grandtyana Mayasari.  Saat ditemui di sela-sela acara, Wisnu menyampaikan terima kasih kepada para pembaca Kompas.com yang menaruh kepercayaan pada berita-berita yang diproduksi jurnalis dan tim redaksi Kompas.com.  ""Ini adalah bonus atas upaya Kompas.com menjaga kepercayaan pembaca kepada kami,"" ujar Wisnu Nugroho, usai menerima penghargaan.
Baca juga: VIK Kompas.com Raih Penghargaan Internasional Asian Digital Awards Wisnu menilai penghargaan tersebut akan memacu Kompas.com untuk bekerja lebih baik lagi, terutama untuk menjadi referensi berita terpercaya di tengah banjirnya informasi akhir-akhir ini. ""Kompas.com akan terus berusaha menjadi sumber berita terpercaya di tengah banjir informasi,"" sebutnya.Menurut Wisnu, dengan menjadi sumber berita terpercaya, berita Kompas.com diharapkan dapat membantu pembaca menemukan kepastian di tengah ketidakpastian karena banjir informasi yang munculkan disinformasi (hoaks).
Baca juga: Jurnalis Kompas.com Raih Juara Kontes Infografis pada Workshop Visualisasi DataApresiasi kepada pelaku industri
Dalam acara ini, ada puluhan produk yang mendapat penghargaan sebagai yang terbaik di kategorinya masing-masing.
Grandtyana Mayasari menyatakan, pemberian penghargaan tersebut merupakan bentuk apresiasi Superbrands Indonesia kepada pelaku industri.
Menurut dia, keberhasilan mencipatkan produk dan menerapkan strategi marketing yang tepat berdampak signifikan terhadap merk masing-masing.  ""Superbrands terus berupaya untuk menaikkan nilai jual logo Superbrands sehingga merk yang membawanya juga akan meningkat nilainya di mata konsumen,"" kata Grandtyana. 

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",21:52 WIB
Setop Bisnis Ponsel Andromax Smartfren Fokus Bangun Jaringan 4G,"PALEMBANG, KOMPAS.com -  Smartfren sedang giat membangun jaringan  4G LTE. Operator seluler yang baralih dari CDMA ke GSM untuk 4G ini mengaku menganggarkan dana senilai 200 juta dollar AS atau Rp 3 triliun untuk keperluan ekspansi jaringan di wilayah operasionalnya di seluruh Indonesia.Chief Brand Officer Smartfren, Roberto Saputra menuturkan bahwa sebagian besar anggaran tersebut dialokasikan untuk pengembangan jaringan 4G LTE, lantaran Smartfren tak lagi mengembangkan perangkat smartphone Andromax. “Dulu ada device (Andromax), tapi sekarang tidak ada. Jadi, porsi paling besarnya pasti jaringan,” ujar Roberto ketika dijumpai di sela acara 4G Plus Network Experience Smartfren di Palembang, Sumatera Selatan, Rabu (24/10/2018).Smartfren pada pertengahan tahun ini memang telah mengumumkan bahwa pengembangan smartphone seri Andromax besutannya telah dihentikan, untuk fokus kepada bisnis inti sebagai operator seluler. KOMPAS.com/Oik Yusuf Araya Chief Brand Officer Smartfren, Roberto Saputra.Dulu, Andromax dijagokan sebagai perangkat terjangkau untuk memigrasikan para pelanggan ke 4G LTE, dalam masa transisi ketika Smartfren berpindah dari teknologi CDMA. Lini perangkat Andromax pun akan dihentikan sepenuhnya pada 2019.Baca juga: Smartfren Matikan Andromax Pertengahan 2019Vice President Technology Relations and Special Project Smartfren, Munir Syahda Prabowo mengatakan anggaran 200 juta dollar AS untuk pengembangan jaringan 4G LTE dialokasikan untuk belanja modal selama 2017 hingga 2020.“Besarnya berbeda-beda untuk tiap tahun. Tergantung kebutuhan pengembangan jaringan di tahun itu,” kata Munir.70 persen populasiMunir juga mengatakan bahwa salah satu upaya pengembangan jaringan Smartfren adalah dengan menambah Base Transceiver Station (BTS). Pada 2020, pembangunan BTS 4G Smartfren ditargetkan bisa 150 persen lebih banyak dibandingkan tahun 2017. Hingga kuartal II-2018, Smartfren mengklaim sudah memiliki 16.000 BTS.“Kami menargetkan pada akhir 2018 sudah bisa menjangkau 70 persen populasi Indonesia. Khusus di Pulau Jawa kami berharap bisa mencapai 90 persen populasi,” kata Munir.Smartfren memiliki jaringan 4G LTE di sekitar 200 kota di empat pulau besar Indonesia yang menjadi wilayah operasionalnya, yakni Sumatera, Jawa, Kalimantan, dan Sulawesi. Belakangan, Smartfren mulai menggelar layanan 4G LTE Plus yang diklaim lebih kencang dan stabil di kota-kota besar utama di Indonesia, antara lain Medan, Pekanbaru, Padang, Batam, Jambi, Palembang, Lampung, dan Bangka di pulau Sumatera.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",10:02 WIB
Xiaomi Black Shark Helo Meluncur dengan RAM 10 GB,"KOMPAS.com - Kesuksesan  smartphone gaming Xiaomi masih berlanjut. Setelah debut Xiaomi  Black Shark berhasil menarik perhatian para gamer, kini vendor asal China itu resmi meluncurkan penerusnya yang resmi menyandang nama sebagai Xiaomi  Black Shark Helo.
Dibanding pendahulunya, Black Shark Helo tampil lebih garang. Kapasitas RAM yang mencapai 10 GB, menjadi unggulan dan tentu saja dengan banderol harga yang kompetitif. Selain besaran RAM, perbedaan juga ditemukan pada bagian layar.
Black Shark Helo kini mengadopsi layar dengan panel AMOLED berbentang 6,01 inci dihiasi ""notch"" yang menjorok di layar atas. Resolusi gambarnya Full HD Plus 1080 x 2160 piksel. Sayangnya, Xioami masih mempertahankan refresh rate atau frekuensi tampilan layar per detik sebesar 60Hz, sama seperti pendahulunya.
Baca juga: Ponsel Gaming Xiaomi Black Shark 2 Meluncur Besok?
Xioami Black Shark Helo dilengkapi kamera ganda dengan konfigurasi 12 megapiksel dan 20 megapiksel dengan lensa bukaan (aperture) f/1.75. Sementara sensor kamera depan beresolusi 20 megapiksel dengan lensa bukaan f/2.2.
Di sektor hardware, tertanam chipset Snapdragon 845 dengan opsi RAM 6 dan 8 GB dengan ROM 128 GB, serta RAM 10 GB dan ROM 256 GB. Baterainya berkapasitas 4.000 mAh yang didukung fitur Quick Charge 3.0.
Kemungkinan, perangkat ini masih akan berjalan dengan versi Android 8.1 Oreo yang dilapisi antarmuka MIUI 10. Untuk model RAM 6 dan 8 GB, Xioami hanya menyediakan satu stik analog, sementara versi 10 GB akan mendapat dua kontroler untuk masing-masing sisi perangkat.
Android Authorirty Xiaomi Black Shark HeloTak hanya itu, ada pula tombol hardware yang bisa digunakan untuk mengaktifkan mode gaming saat di berada di pesawat. Xiaomi pun menyediakan aplikasi khusus yakni Gamer Studio, di mana pengguna bisa mengatur CPU, display, jaringan, dan sebagainya untuk disesuaikan dengan masing-masing game yang berbeda.
Profil yang telah diatur di aplikasi Gamer Studio tadi juga bisa dibagikan melalui fitur ""Shark Code"". Tambahan lain, Black Shark Helo menyisiplan speaker stereo dan RGB LED yang terpendar di logo belakang dan strip di samping.
Untuk mendukung pengalaman gaming, Xiaomi juga memasangkan sistem pendingin dan layar HDR10-compliant. Di dalam perangkat tertanam chip khusus mobile Pixelworks untuk membantu mengubah konten SDR ke HDR secara real-time.
Baca juga: Ponsel Gaming Xiaomi Black Shark 2 Muncul dalam Foto dan Benchmark
Namun, sebagaimana KompasTekno lansir dari GSM Arena, Rabu (24/10/2018), colokan headphone ditanggalkan. Untuk banderol harga, Xiaomi Black Shark Helo versi RAM 6 GB akan mulai dijual dengan harga 3.199 yuan (sekitar Rp 7 jutaan).
Sementara Xiaomi Black Shark Halo versi RAM 8 GB akan dijual seharga 3.499 yuan (sekitar Rp 7,7 jutaan). Namun untuk versi paling unggul, yakni RAM 10 GB dengan memori 256 GB, belum dapat dikonfirmasi harga pasarnya.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",15:18 WIB
Resmi Dirilis Oppo R15X Bakal Masuk Indonesia,"SHENZHEN, KOMPAS.com -  Oppo secara resmi merilis ponsel terbarunya yakni  R15x di China. Ponsel ini memiliki sensor sidik jari di layar dan merupakan versi upgrade dari Oppo K1.Secara spesifikasi, Oppo R15x identik dengan Oppo K1 yang dirilis beberapa pekan lalu. Perbedaannya hanya terletak pada kapasitas penyimpanan yang ditingkatkan.Oppo K1 memiliki dua varian pilihan RAM dengan kapasitas penyimpanan yang sama yakni 4 GB/64 GB dan 6GB/64GB sedangkan Oppo R15x dibekali dengan RAM sebesar 6GB dan penyimpanan seluas 128 GB.Oppo R15x hadir dengan layar AMOLED 6,4 inci dengan resolusi Full HD+ dan rasio screen-to-body mencapai 91 persen. Di dalam layar ini tersemat sensor sidik jari yang ditanamkan di dalam layar. Pada bagian atas terdapat notch alias poni yang membungkus kamera selfie. Kamera depannya memiliki resolusi 25 megapiksel dengan fitur AI.Untuk kamera belakang, serupa dengan Oppo K1, ponsel ini dibekali kamera ganda yang diposisikan horizontal. Kamera utamanya memiliki resolusi sebesar 16 megapiksel f/1.7 dan lensa sekunder 2 megapiksel untuk membuat efek bokeh. Oppo R15x diotaki chipset Snapdragon 660 dan menjalankan OS Android 8.1 Oreo. Di China, Oppo R15x dibanderol seharga 2499 Yuan atau sekitar Rp 5,5 juta. Ketersediaan di IndonesiaDi China, ponsel ini akan mulai dipasarkan pada 1 November mendatang. Lantas apakah ponsel ini akan masuk Indonesia?Menurut PR Manager Oppo Indonesia, Aryo Meidianto, kepastian Oppo R15x masuk Indonesia akan ditentukan oleh performa perangkat lain yang akan masuk ke Tanah Air. Namun ia tak menyebutkan secara detail, apa perangkat yang dimaksud.""Kami ingin melihat performa perangkat lain yang akan masuk terlebih dahulu, kemudian mempertimbangkan (R15x) untuk masuk atau tidak,"" ungkap Aryo kepada KompasTekno, Rabu (24/10/2018).Aryo pun menambahkan, jika R15x diputuskan dijual di Indonesia, maka besar kemungkinan besar ponsel itu baru akan masuk pada awal 2019 mendatang.""Kalau jadi masuk, kemungkinan kuartal pertama (Q1) 2019,"" imbuhnya.Jika Oppo R15x dijual di Indonesia, maka ponsel ini akan menjadi ponsel Oppo pertama dengan pemindai sidik jari terintegrasi di layar, yang dijual di Tanah Air.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",13:30 WIB
Bos Apple Ungkap Arti Huruf R pada iPhone XR,"KOMPAS.com - Pada September lalu,  Apple meluncurkan trio  iPhone XS, XS Max, dan XR. Penamaan “X” sudah diterapkan sejak tahun lalu, terinspirasi dari penomoran Romawi untuk angka “10”. Embel-embel “S” pun sudah beberapa kali digunakan Apple dengan artian “speed”. Lantas bagaimana dengan penggunaan “R” pada  iPhone XR? Menurut Chief Marketing Apple, Phill Schiller, singkatan dari “R” tersebut berhubungan dengan mobil yang mengutamakan performa atau kerap diistilahkan sports car. “Saya suka mobil dan hal-hal yang mengutamakan kecepatan. Huruf “R” dan “S” sama-sama sering dipakai untuk mobil sport yang sangat istimewa,” ia menjelaskan.
Beberapa mobil sport memang menggunakan huruf ""R"" pada namanya, seperti misalnya Nissan Skyline GT-R, Jaguar XJR dan Audi RS 7, namun, sebenarnya ada juga mobil kelas budget berembel-embel ""R"" seperti Toyota Matrix XSR.Baca juga: Rahasia iPhone XR Bisa Jepret ""Bokeh"" Meski Berkamera Tunggal
Yang jelas, konsep di atas agaknya berlaku buat Schiller sendiri saja, seorang penggemar otomotif yang menyukai mobil-mobil langka. Dia menambahkan bahwa huruf-huruf yang dipakai di nama iPhone sebenarnya tak pernah mewakili sesuatu yang spesifik. 
Seperti dirangkum KompasTekno dari The Verge, Selasa (23/10/2018), huruf ""S""di nama iPhone juga tidak memiliki makna yang konsisten selain sebagai pembeda belaka. Ketika memperkenalkan iPhone 3GS pada 2009, Schiller mengatakan huruf S berarti ""kecepatan"" (speed). 
Dua tahun setelahnya, pada perkenalan iPhone 4S, CEO Apple Tim Cook malah mengatakan bahwa akhiran ""S"" merupakan singkatan dari ""Siri"". Mulai iPhone 5S, Apple tak lagi memberi penjelasan soal arti huruf ""S"" di ponselnya.
iPhone XR sendiri merupakan varian yang paling murah ketimbang dua iPhone anyar lain, iPhone XS dan XS Max. iPhone XR dibanderol mulai 750 dollar AS (Rp 11,3 jutaan) dan mulai tersedia pada Oktober ini di beberapa negara.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",10:37 WIB
Setop Bisnis Ponsel Andromax Smartfren Fokus Bangun Jaringan 4G,"PALEMBANG, KOMPAS.com -  Smartfren sedang giat membangun jaringan  4G LTE. Operator seluler yang baralih dari CDMA ke GSM untuk 4G ini mengaku menganggarkan dana senilai 200 juta dollar AS atau Rp 3 triliun untuk keperluan ekspansi jaringan di wilayah operasionalnya di seluruh Indonesia.Chief Brand Officer Smartfren, Roberto Saputra menuturkan bahwa sebagian besar anggaran tersebut dialokasikan untuk pengembangan jaringan 4G LTE, lantaran Smartfren tak lagi mengembangkan perangkat smartphone Andromax. “Dulu ada device (Andromax), tapi sekarang tidak ada. Jadi, porsi paling besarnya pasti jaringan,” ujar Roberto ketika dijumpai di sela acara 4G Plus Network Experience Smartfren di Palembang, Sumatera Selatan, Rabu (24/10/2018).Smartfren pada pertengahan tahun ini memang telah mengumumkan bahwa pengembangan smartphone seri Andromax besutannya telah dihentikan, untuk fokus kepada bisnis inti sebagai operator seluler. KOMPAS.com/Oik Yusuf Araya Chief Brand Officer Smartfren, Roberto Saputra.Dulu, Andromax dijagokan sebagai perangkat terjangkau untuk memigrasikan para pelanggan ke 4G LTE, dalam masa transisi ketika Smartfren berpindah dari teknologi CDMA. Lini perangkat Andromax pun akan dihentikan sepenuhnya pada 2019.Baca juga: Smartfren Matikan Andromax Pertengahan 2019Vice President Technology Relations and Special Project Smartfren, Munir Syahda Prabowo mengatakan anggaran 200 juta dollar AS untuk pengembangan jaringan 4G LTE dialokasikan untuk belanja modal selama 2017 hingga 2020.“Besarnya berbeda-beda untuk tiap tahun. Tergantung kebutuhan pengembangan jaringan di tahun itu,” kata Munir.70 persen populasiMunir juga mengatakan bahwa salah satu upaya pengembangan jaringan Smartfren adalah dengan menambah Base Transceiver Station (BTS). Pada 2020, pembangunan BTS 4G Smartfren ditargetkan bisa 150 persen lebih banyak dibandingkan tahun 2017. Hingga kuartal II-2018, Smartfren mengklaim sudah memiliki 16.000 BTS.“Kami menargetkan pada akhir 2018 sudah bisa menjangkau 70 persen populasi Indonesia. Khusus di Pulau Jawa kami berharap bisa mencapai 90 persen populasi,” kata Munir.Smartfren memiliki jaringan 4G LTE di sekitar 200 kota di empat pulau besar Indonesia yang menjadi wilayah operasionalnya, yakni Sumatera, Jawa, Kalimantan, dan Sulawesi. Belakangan, Smartfren mulai menggelar layanan 4G LTE Plus yang diklaim lebih kencang dan stabil di kota-kota besar utama di Indonesia, antara lain Medan, Pekanbaru, Padang, Batam, Jambi, Palembang, Lampung, dan Bangka di pulau Sumatera.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",10:02 WIB
Xiaomi Black Shark Helo Meluncur dengan RAM 10 GB,"KOMPAS.com - Kesuksesan  smartphone gaming Xiaomi masih berlanjut. Setelah debut Xiaomi  Black Shark berhasil menarik perhatian para gamer, kini vendor asal China itu resmi meluncurkan penerusnya yang resmi menyandang nama sebagai Xiaomi  Black Shark Helo.
Dibanding pendahulunya, Black Shark Helo tampil lebih garang. Kapasitas RAM yang mencapai 10 GB, menjadi unggulan dan tentu saja dengan banderol harga yang kompetitif. Selain besaran RAM, perbedaan juga ditemukan pada bagian layar.
Black Shark Helo kini mengadopsi layar dengan panel AMOLED berbentang 6,01 inci dihiasi ""notch"" yang menjorok di layar atas. Resolusi gambarnya Full HD Plus 1080 x 2160 piksel. Sayangnya, Xioami masih mempertahankan refresh rate atau frekuensi tampilan layar per detik sebesar 60Hz, sama seperti pendahulunya.
Baca juga: Ponsel Gaming Xiaomi Black Shark 2 Meluncur Besok?
Xioami Black Shark Helo dilengkapi kamera ganda dengan konfigurasi 12 megapiksel dan 20 megapiksel dengan lensa bukaan (aperture) f/1.75. Sementara sensor kamera depan beresolusi 20 megapiksel dengan lensa bukaan f/2.2.
Di sektor hardware, tertanam chipset Snapdragon 845 dengan opsi RAM 6 dan 8 GB dengan ROM 128 GB, serta RAM 10 GB dan ROM 256 GB. Baterainya berkapasitas 4.000 mAh yang didukung fitur Quick Charge 3.0.
Kemungkinan, perangkat ini masih akan berjalan dengan versi Android 8.1 Oreo yang dilapisi antarmuka MIUI 10. Untuk model RAM 6 dan 8 GB, Xioami hanya menyediakan satu stik analog, sementara versi 10 GB akan mendapat dua kontroler untuk masing-masing sisi perangkat.
Android Authorirty Xiaomi Black Shark HeloTak hanya itu, ada pula tombol hardware yang bisa digunakan untuk mengaktifkan mode gaming saat di berada di pesawat. Xiaomi pun menyediakan aplikasi khusus yakni Gamer Studio, di mana pengguna bisa mengatur CPU, display, jaringan, dan sebagainya untuk disesuaikan dengan masing-masing game yang berbeda.
Profil yang telah diatur di aplikasi Gamer Studio tadi juga bisa dibagikan melalui fitur ""Shark Code"". Tambahan lain, Black Shark Helo menyisiplan speaker stereo dan RGB LED yang terpendar di logo belakang dan strip di samping.
Untuk mendukung pengalaman gaming, Xiaomi juga memasangkan sistem pendingin dan layar HDR10-compliant. Di dalam perangkat tertanam chip khusus mobile Pixelworks untuk membantu mengubah konten SDR ke HDR secara real-time.
Baca juga: Ponsel Gaming Xiaomi Black Shark 2 Muncul dalam Foto dan Benchmark
Namun, sebagaimana KompasTekno lansir dari GSM Arena, Rabu (24/10/2018), colokan headphone ditanggalkan. Untuk banderol harga, Xiaomi Black Shark Helo versi RAM 6 GB akan mulai dijual dengan harga 3.199 yuan (sekitar Rp 7 jutaan).
Sementara Xiaomi Black Shark Halo versi RAM 8 GB akan dijual seharga 3.499 yuan (sekitar Rp 7,7 jutaan). Namun untuk versi paling unggul, yakni RAM 10 GB dengan memori 256 GB, belum dapat dikonfirmasi harga pasarnya.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",15:18 WIB
Resmi Dirilis Oppo R15X Bakal Masuk Indonesia,"SHENZHEN, KOMPAS.com -  Oppo secara resmi merilis ponsel terbarunya yakni  R15x di China. Ponsel ini memiliki sensor sidik jari di layar dan merupakan versi upgrade dari Oppo K1.Secara spesifikasi, Oppo R15x identik dengan Oppo K1 yang dirilis beberapa pekan lalu. Perbedaannya hanya terletak pada kapasitas penyimpanan yang ditingkatkan.Oppo K1 memiliki dua varian pilihan RAM dengan kapasitas penyimpanan yang sama yakni 4 GB/64 GB dan 6GB/64GB sedangkan Oppo R15x dibekali dengan RAM sebesar 6GB dan penyimpanan seluas 128 GB.Oppo R15x hadir dengan layar AMOLED 6,4 inci dengan resolusi Full HD+ dan rasio screen-to-body mencapai 91 persen. Di dalam layar ini tersemat sensor sidik jari yang ditanamkan di dalam layar. Pada bagian atas terdapat notch alias poni yang membungkus kamera selfie. Kamera depannya memiliki resolusi 25 megapiksel dengan fitur AI.Untuk kamera belakang, serupa dengan Oppo K1, ponsel ini dibekali kamera ganda yang diposisikan horizontal. Kamera utamanya memiliki resolusi sebesar 16 megapiksel f/1.7 dan lensa sekunder 2 megapiksel untuk membuat efek bokeh. Oppo R15x diotaki chipset Snapdragon 660 dan menjalankan OS Android 8.1 Oreo. Di China, Oppo R15x dibanderol seharga 2499 Yuan atau sekitar Rp 5,5 juta. Ketersediaan di IndonesiaDi China, ponsel ini akan mulai dipasarkan pada 1 November mendatang. Lantas apakah ponsel ini akan masuk Indonesia?Menurut PR Manager Oppo Indonesia, Aryo Meidianto, kepastian Oppo R15x masuk Indonesia akan ditentukan oleh performa perangkat lain yang akan masuk ke Tanah Air. Namun ia tak menyebutkan secara detail, apa perangkat yang dimaksud.""Kami ingin melihat performa perangkat lain yang akan masuk terlebih dahulu, kemudian mempertimbangkan (R15x) untuk masuk atau tidak,"" ungkap Aryo kepada KompasTekno, Rabu (24/10/2018).Aryo pun menambahkan, jika R15x diputuskan dijual di Indonesia, maka besar kemungkinan besar ponsel itu baru akan masuk pada awal 2019 mendatang.""Kalau jadi masuk, kemungkinan kuartal pertama (Q1) 2019,"" imbuhnya.Jika Oppo R15x dijual di Indonesia, maka ponsel ini akan menjadi ponsel Oppo pertama dengan pemindai sidik jari terintegrasi di layar, yang dijual di Tanah Air.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",13:30 WIB
Bos Apple Ungkap Arti Huruf R pada iPhone XR,"KOMPAS.com - Pada September lalu,  Apple meluncurkan trio  iPhone XS, XS Max, dan XR. Penamaan “X” sudah diterapkan sejak tahun lalu, terinspirasi dari penomoran Romawi untuk angka “10”. Embel-embel “S” pun sudah beberapa kali digunakan Apple dengan artian “speed”. Lantas bagaimana dengan penggunaan “R” pada  iPhone XR? Menurut Chief Marketing Apple, Phill Schiller, singkatan dari “R” tersebut berhubungan dengan mobil yang mengutamakan performa atau kerap diistilahkan sports car. “Saya suka mobil dan hal-hal yang mengutamakan kecepatan. Huruf “R” dan “S” sama-sama sering dipakai untuk mobil sport yang sangat istimewa,” ia menjelaskan.
Beberapa mobil sport memang menggunakan huruf ""R"" pada namanya, seperti misalnya Nissan Skyline GT-R, Jaguar XJR dan Audi RS 7, namun, sebenarnya ada juga mobil kelas budget berembel-embel ""R"" seperti Toyota Matrix XSR.Baca juga: Rahasia iPhone XR Bisa Jepret ""Bokeh"" Meski Berkamera Tunggal
Yang jelas, konsep di atas agaknya berlaku buat Schiller sendiri saja, seorang penggemar otomotif yang menyukai mobil-mobil langka. Dia menambahkan bahwa huruf-huruf yang dipakai di nama iPhone sebenarnya tak pernah mewakili sesuatu yang spesifik. 
Seperti dirangkum KompasTekno dari The Verge, Selasa (23/10/2018), huruf ""S""di nama iPhone juga tidak memiliki makna yang konsisten selain sebagai pembeda belaka. Ketika memperkenalkan iPhone 3GS pada 2009, Schiller mengatakan huruf S berarti ""kecepatan"" (speed). 
Dua tahun setelahnya, pada perkenalan iPhone 4S, CEO Apple Tim Cook malah mengatakan bahwa akhiran ""S"" merupakan singkatan dari ""Siri"". Mulai iPhone 5S, Apple tak lagi memberi penjelasan soal arti huruf ""S"" di ponselnya.
iPhone XR sendiri merupakan varian yang paling murah ketimbang dua iPhone anyar lain, iPhone XS dan XS Max. iPhone XR dibanderol mulai 750 dollar AS (Rp 11,3 jutaan) dan mulai tersedia pada Oktober ini di beberapa negara.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",10:37 WIB
Bertandang ke Toko Tanpa Pelayan Kedua Milik Oppo,"SHENZHEN, KOMPAS.com - Vendor ponsel asal China,  Oppo membuka Flagship Store keduanya di Huaqiang North Commercial Street wilayah Shenzhen, China. Toko ini memiliki konsep yang berbeda karena tak memiliki pelayan.
Maksud pelayan di sini adalah promotor atau pramuniaga yang biasanya banyak ditemui di toko-toko  smartphone. Di toko ini Oppo memberikan kebebasan kepada pelanggan untuk mencoba semua perangkat Oppo yang ada tanpa harus risih dibuntuti oleh pramuniaga.
Menurut pihak Oppo, konsep tersebut diambil karena memang ingin membuat pelanggan merasa lebih nyaman saat melihat atau mencoba produk-produk Oppo. Pasalnya di toko lain, pramuniaga malah kerap menjadi hal yang menjengkelkan bagi para pelanggan dan membuat tak nyaman.
""Itu memang konsepnya. Kami di sini tak ingin membuat pelanggan merasa tak nyaman. Kami percaya dengan konsep ini, kami akan menjaring lebih banyak pelanggan,"" ungkap salah satu pegawai toko tersebut ketika berbincang dengan KompasTekno, Rabu (24/10/2018).
""Ini memang berbeda dengan toko lain. Di sini para pengunjung kami biarkan mandiri dan jika ingin membeli barang, tinggal memanggil salah satu dari kami,"" imbuhnya.
yudha pratomo/KompasTekno Oppo Flagship Store mengusung konsep yang memberi kebebasan pada konsumen untuk mencoba produk Oppo. Meski tanpa pelayan, sistem keamanan di toko ini masih sama seperti toko smartphone pada umumnya. Tak ada penambahan sistem pengamanan yang signifikan, hanya berupa prosedur keamanan standar seperti kamera CCTV, alarm, dll.
Kendati menyandang nama ""flagship store"", toko ini sejatinya tak hanya menjual ponsel flagship Oppo saja, tetapi juga ponsel kelas menengah dan bawah.Dari pantauan KompasTekno yang bertandang ke sana, ada pula beberapa aksesoris yang dijual seperti headphone Beast, speaker JBL, hingga casing.Baca juga: Minimarket Tanpa Kasir Amazon Go Resmi Beroperasi
Desain dari toko ini memang cukup berbeda dengan toko smartphone kebanyakan. Di ""flagship store"" ini ada beberapa teknologi yang bisa dicoba oleh pengguna secara leluasa.
Contohnya adalah teknologi pengisian daya cepat VOOC. Di ruang depan toko, ada bangku panjang di mana pengguna bisa duduk-duduk sambil mengisi ulang baterai ponsel. Di dalam bangku tersebut disematkan teknologi pengisian daya cepat yang bisa dinikmati pengunjung.
yudha pratomo/KompasTekno Ruang tunggu Oppo Flagship Store di lantai 2. Menurut PR Manager Oppo Indonesia, Aryo Meidianto, toko ini dibuat sebagai konsep ekosistem ritel masa depan. Konsep ini digunakan sebagai dasar pengembangan toko ritel Oppo di negara lainnya.
""Pengunjung bebas mengeksplorasi. Tidak ada alur kunjungan seperti toko ritel umumnya. Misalnya ketika ingin beli, pelanggan tak perlu antre ke kasir. Setiap karyawan di sini punya mesin kasir portabel. Jadi mereka yang menghampiri pelanggan untuk transaksi,"" ungkap Aryo.
KompasTekno pun menjadi salah satu yang berkesempatan untuk mengunjungi toko ini. Foto-foto selengkapnya bisa Anda lihat melalui tautan berikut ini.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",09:05 WIB
